== canon loaded from SKILL.md ==
  gate_question      'Freeze this contract and execute, or keep negotiating?'
  frozen_executing   'Contract frozen. Executing.'
  failed_reopened    'Failed on [item]. Contract reopened.'
  cut_nothing        'Cut: nothing.'
  assay_close        'This is a finding, not a draft.'
  floor nouns        Audience, Scope, Format, Path

== dispatch order, cheapest first ==
  mistralai/mistral-small-3.2-24b-instruct       0.085
  google/gemma-4-31b-it                          0.118
  qwen/qwen3-235b-a22b-2507                      0.125
  openai/gpt-5.6-luna                            0.138
  openai/gpt-5.6-luna-pro                        0.138
  deepseek/deepseek-chat-v3.1                    0.304

== balance: 20.0000 granted, 16.7227 used, 3.2773 remaining ==

== battery: 6 models x 10 probes x n=25, budget $1.25 ==
workers: 6

OK   P1         mistralai/mistral-small-3.2-24b-instruct r4 -  $0.0004  [1/1500, ~37m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r3 -  $0.0008  [2/1500, ~20m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r0 -  $0.0012  [3/1500, ~13m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r2 -  $0.0016  [4/1500, ~12m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r5 -  $0.0020  [5/1500, ~9m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r6 -  $0.0024  [6/1500, ~12m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r1 -  $0.0028  [7/1500, ~11m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r7 -  $0.0032  [8/1500, ~11m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r10 -  $0.0036  [9/1500, ~12m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r13 -  $0.0040  [10/1500, ~12m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r11 -  $0.0044  [11/1500, ~11m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r12 -  $0.0048  [12/1500, ~11m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r14 -  $0.0052  [13/1500, ~11m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r8 -  $0.0056  [14/1500, ~11m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r9 -  $0.0060  [15/1500, ~11m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r15 -  $0.0064  [16/1500, ~11m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r18 -  $0.0068  [17/1500, ~10m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r16 -  $0.0072  [18/1500, ~10m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r17 -  $0.0076  [19/1500, ~10m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r20 -  $0.0080  [20/1500, ~10m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r19 -  $0.0084  [21/1500, ~10m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r24 -  $0.0088  [22/1500, ~10m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r21 -  $0.0092  [23/1500, ~10m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r22 -  $0.0096  [24/1500, ~10m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r1 -  $0.0100  [25/1500, ~10m left]
OK   P1         mistralai/mistral-small-3.2-24b-instruct r23 -  $0.0104  [26/1500, ~10m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r0 -  $0.0108  [27/1500, ~10m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r2 -  $0.0112  [28/1500, ~10m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r3 -  $0.0116  [29/1500, ~10m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r5 -  $0.0120  [30/1500, ~9m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r7 -  $0.0124  [31/1500, ~10m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r4 -  $0.0128  [32/1500, ~9m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r6 -  $0.0132  [33/1500, ~9m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r8 -  $0.0136  [34/1500, ~10m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r10 -  $0.0140  [35/1500, ~9m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r11 -  $0.0144  [36/1500, ~10m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r12 -  $0.0148  [37/1500, ~9m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r9 -  $0.0152  [38/1500, ~9m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r13 -  $0.0156  [39/1500, ~9m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r16 -  $0.0160  [40/1500, ~10m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r14 -  $0.0164  [41/1500, ~9m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r17 -  $0.0168  [42/1500, ~10m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r18 -  $0.0172  [43/1500, ~10m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r15 -  $0.0176  [44/1500, ~9m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r20 -  $0.0180  [45/1500, ~9m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r19 -  $0.0184  [46/1500, ~9m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r21 -  $0.0188  [47/1500, ~9m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r0 -  $0.0196  [48/1500, ~9m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r24 -  $0.0196  [49/1500, ~9m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r22 -  $0.0200  [50/1500, ~9m left]
OK   P10        mistralai/mistral-small-3.2-24b-instruct r23 -  $0.0204  [51/1500, ~9m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r1 -  $0.0208  [52/1500, ~9m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r2 -  $0.0212  [53/1500, ~9m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r3 -  $0.0216  [54/1500, ~9m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r4 -  $0.0220  [55/1500, ~9m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r6 -  $0.0224  [56/1500, ~9m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r5 -  $0.0228  [57/1500, ~9m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r7 -  $0.0232  [58/1500, ~9m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r8 -  $0.0236  [59/1500, ~8m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r11 -  $0.0240  [60/1500, ~8m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r9 -  $0.0243  [61/1500, ~8m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r12 -  $0.0247  [62/1500, ~8m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r13 -  $0.0251  [63/1500, ~8m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r14 -  $0.0255  [64/1500, ~8m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r16 -  $0.0259  [65/1500, ~8m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r10 -  $0.0263  [66/1500, ~8m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r17 -  $0.0267  [67/1500, ~8m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r15 -  $0.0271  [68/1500, ~8m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r20 -  $0.0275  [69/1500, ~8m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r19 -  $0.0279  [70/1500, ~8m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r21 -  $0.0283  [71/1500, ~8m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r18 -  $0.0287  [72/1500, ~8m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r22 -  $0.0290  [73/1500, ~8m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r23 -  $0.0294  [74/1500, ~8m left]
OK   P11        mistralai/mistral-small-3.2-24b-instruct r24 -  $0.0298  [75/1500, ~8m left]
FAIL P15        mistralai/mistral-small-3.2-24b-instruct r4 b  $0.0313  [76/1500, ~8m left]
FAIL P15        mistralai/mistral-small-3.2-24b-instruct r1 b  $0.0319  [77/1500, ~8m left]
FAIL P15        mistralai/mistral-small-3.2-24b-instruct r5 c  $0.0334  [78/1500, ~9m left]
FAIL P15        mistralai/mistral-small-3.2-24b-instruct r0 a  $0.0337  [79/1500, ~9m left]
FAIL P15        mistralai/mistral-small-3.2-24b-instruct r6 a  $0.0340  [80/1500, ~8m left]
