== canon loaded from SKILL.md ==
  gate_question      'Freeze this contract and execute, or keep negotiating?'
  frozen_executing   'Contract frozen. Executing.'
  failed_reopened    'Failed on [item]. Contract reopened.'
  cut_nothing        'Cut: nothing.'
  assay_close        'This is a finding, not a draft.'
  floor nouns        Audience, Scope, Format, Path

== dispatch order, cheapest first ==
  mistralai/mistral-small-3.2-24b-instruct       0.085
  google/gemma-4-31b-it                          0.118
  openai/gpt-5.6-luna-pro                        0.138
  deepseek/deepseek-chat-v3.1                    0.304

== balance: 20.0000 granted, 17.6962 used, 2.3038 remaining ==

== battery: 4 models x 5 probes x n=25, budget $1.10 ==
workers: 6

ERR  P14        mistralai/mistral-small-3.2-24b-instruct r3 b  $0.0039  [1/500, ~119m left]
       HTTP 429: {"error":{"message":"Provider returned error","code":429,"metadata":{"raw":"mistralai/mistral-small-3.2-24b-instruct is temporarily rate-limited upstr
ERR  P14        mistralai/mistral-small-3.2-24b-instruct r2 a  $0.0043  [2/500, ~73m left]
       HTTP 429: {"error":{"message":"Provider returned error","code":429,"metadata":{"raw":"mistralai/mistral-small-3.2-24b-instruct is temporarily rate-limited upstr
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r4 a  $0.0045  [3/500, ~49m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r1 b  $0.0060  [4/500, ~42m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r5 b  $0.0062  [5/500, ~35m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r0 a  $0.0069  [6/500, ~29m left]
ERR  P14        mistralai/mistral-small-3.2-24b-instruct r6 a  $0.0105  [7/500, ~35m left]
       HTTP 429: {"error":{"message":"Provider returned error","code":429,"metadata":{"raw":"mistralai/mistral-small-3.2-24b-instruct is temporarily rate-limited upstr
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r8 a  $0.0112  [8/500, ~32m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r7 b  $0.0115  [9/500, ~28m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r11 b  $0.0124  [10/500, ~27m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r9 b  $0.0141  [11/500, ~27m left]
ERR  P14        mistralai/mistral-small-3.2-24b-instruct r10 a  $0.0144  [12/500, ~26m left]
       HTTP 429: {"error":{"message":"Provider returned error","code":429,"metadata":{"raw":"mistralai/mistral-small-3.2-24b-instruct is temporarily rate-limited upstr
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r12 a  $0.0161  [13/500, ~26m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r13 b  $0.0170  [14/500, ~25m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r15 b  $0.0204  [15/500, ~26m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r14 a  $0.0206  [16/500, ~25m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r18 a  $0.0236  [17/500, ~25m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r17 b  $0.0241  [18/500, ~24m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r16 a  $0.0245  [19/500, ~23m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r19 b  $0.0248  [20/500, ~22m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r20 a  $0.0266  [21/500, ~22m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r21 b  $0.0282  [22/500, ~22m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r23 b  $0.0299  [23/500, ~22m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r24 a  $0.0313  [24/500, ~21m left]
FAIL P14        mistralai/mistral-small-3.2-24b-instruct r22 a  $0.0324  [25/500, ~20m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r0 -  $0.0346  [26/500, ~20m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r1 -  $0.0365  [27/500, ~20m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r2 -  $0.0379  [28/500, ~19m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r3 -  $0.0389  [29/500, ~19m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r4 -  $0.0391  [30/500, ~18m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r5 -  $0.0405  [31/500, ~18m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r6 -  $0.0423  [32/500, ~17m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r9 -  $0.0453  [33/500, ~17m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r8 -  $0.0463  [34/500, ~17m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r7 -  $0.0469  [35/500, ~16m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r10 -  $0.0476  [36/500, ~16m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r11 -  $0.0501  [37/500, ~16m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r13 -  $0.0516  [38/500, ~16m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r12 -  $0.0518  [39/500, ~16m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r14 -  $0.0524  [40/500, ~15m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r16 -  $0.0546  [41/500, ~15m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r15 -  $0.0552  [42/500, ~15m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r17 -  $0.0577  [43/500, ~15m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r18 -  $0.0608  [44/500, ~15m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r21 -  $0.0613  [45/500, ~15m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r19 -  $0.0640  [46/500, ~15m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r22 -  $0.0642  [47/500, ~14m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r20 -  $0.0647  [48/500, ~14m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r23 -  $0.0649  [49/500, ~14m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r0 -  $0.0695  [50/500, ~14m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r1 -  $0.0700  [51/500, ~14m left]
FAIL P17        mistralai/mistral-small-3.2-24b-instruct r24 -  $0.0706  [52/500, ~14m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r3 -  $0.0707  [53/500, ~13m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r2 -  $0.0721  [54/500, ~13m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r4 -  $0.0722  [55/500, ~13m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r7 -  $0.0776  [56/500, ~13m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r5 -  $0.0781  [57/500, ~13m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r8 -  $0.0791  [58/500, ~13m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r9 -  $0.0797  [59/500, ~13m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r6 -  $0.0802  [60/500, ~13m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r10 -  $0.0813  [61/500, ~12m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r11 -  $0.0830  [62/500, ~12m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r12 -  $0.0856  [63/500, ~12m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r13 -  $0.0882  [64/500, ~12m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r16 -  $0.0887  [65/500, ~12m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r14 -  $0.0889  [66/500, ~12m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r15 -  $0.0891  [67/500, ~12m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r17 -  $0.0941  [68/500, ~12m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r18 -  $0.0947  [69/500, ~12m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r21 -  $0.0957  [70/500, ~12m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r19 -  $0.0963  [71/500, ~12m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r20 -  $0.0964  [72/500, ~11m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r22 -  $0.0966  [73/500, ~11m left]
FAIL P18        mistralai/mistral-small-3.2-24b-instruct r24 -  $0.1024  [74/500, ~11m left]
FAIL P6         mistralai/mistral-small-3.2-24b-instruct r0 -  $0.1036  [75/500, ~11m left]
